1;0;2785.00;10.30;1605.00;0.00;0.52
2;0;1817.00;10.10;1371.00;0.00;0.40
3;0;952.00;10.37;13.00;0.00;0.36
4;0;3510.00;11.35;1667.00;0.00;0.40
5;0;4302.00;11.62;977.00;0.00;0.48
6;0;922.00;10.10;929.00;0.00;0.40
7;0;1198.00;11.25;140.00;0.00;0.48
8;0;4334.00;11.57;1028.00;0.00;0.52
9;0;1416.00;10.10;1630.00;0.00;0.40
10;0;1892.00;10.67;1424.00;0.00;0.52
11;0;4436.00;10.55;1225.00;0.00;0.40
12;0;2174.00;10.30;1334.00;0.00;0.44
13;0;2759.00;10.25;1856.00;0.00;0.56
14;0;2495.00;11.45;1684.00;0.00;0.60
15;0;2966.00;12.35;533.00;0.00;0.40
16;0;2807.00;10.10;1712.00;0.00;0.64
17;0;5177.00;10.32;384.00;0.00;0.44
18;0;3357.00;11.07;852.00;0.00;0.44
19;0;4235.00;10.35;675.00;0.00;0.52
20;0;2483.00;11.05;1402.00;0.00;0.44
21;0;4944.00;14.30;1309.00;0.00;0.48
22;0;2314.00;11.30;1745.00;0.00;0.52
23;0;3857.00;10.15;1280.00;0.00;0.36
24;0;5531.00;10.25;709.00;0.00;0.44
25;0;1234.00;10.80;540.00;0.00;0.48
26;0;3959.00;11.90;611.00;0.00;0.40
27;0;4630.00;11.57;735.00;0.00;0.48
28;0;4943.00;10.20;423.00;0.00;0.40
29;0;3154.00;12.02;1647.00;0.00;0.56
30;0;3698.00;10.80;226.00;0.00;0.40
31;0;4902.00;11.20;568.00;0.00;0.40
32;0;4771.00;11.22;1348.00;0.00;0.36
33;0;3190.00;10.32;1072.00;0.00;0.48
34;0;3101.00;12.12;572.00;0.00;0.48
35;0;2209.00;10.90;1236.00;0.00;0.44
36;0;1261.00;10.40;1089.00;0.00;0.44
37;0;4386.00;14.67;894.00;0.00;0.56
38;0;2246.00;12.05;1025.00;0.00;0.52
39;0;2658.00;10.10;591.00;0.00;0.40
40;0;217.00;10.15;759.00;0.00;0.52
41;0;2315.00;9.95;1495.00;0.00;0.40
42;0;4080.00;11.30;273.00;0.00;0.52
43;0;2221.00;11.25;811.00;0.00;0.44
44;0;3957.00;13.60;988.00;0.00;0.52
45;0;954.00;10.12;942.00;0.00;0.40
46;0;639.00;10.10;375.00;0.00;0.44
47;0;4686.00;11.02;156.00;0.00;0.44
48;0;4636.00;12.00;621.00;0.00;0.52
49;0;5331.00;10.45;1062.00;0.00;0.48
50;0;3983.00;12.55;889.00;0.00;0.52
51;0;1107.00;10.80;912.00;0.00;0.36
52;0;474.00;11.30;1317.00;0.00;0.36
53;0;2576.00;11.50;1056.00;0.00;0.36
54;0;2342.00;11.15;1675.00;0.00;0.48
55;0;3243.00;11.70;504.00;0.00;0.44
56;0;4155.00;11.30;638.00;0.00;0.52
57;0;2625.00;11.80;1438.00;0.00;0.44
58;0;4593.00;10.15;1595.00;0.00;0.24
59;0;923.00;10.60;1019.00;0.00;0.40
60;0;425.00;11.57;1786.00;0.00;0.40
61;0;2358.00;12.57;1805.00;0.00;0.44
62;0;1622.00;10.10;1708.00;0.00;0.52
63;0;2984.00;11.30;1782.00;0.00;0.44
64;0;4033.00;10.80;1066.00;0.00;0.48
65;0;5041.00;10.65;540.00;0.00;0.40
66;0;3309.00;11.05;663.00;0.00;0.48
67;0;2548.00;11.10;1799.00;0.00;0.52
68;0;3514.00;12.15;184.00;0.00;0.44
69;0;2699.00;10.70;121.00;0.00;0.40
70;0;4319.00;11.45;983.00;0.00;0.48
71;0;1370.00;10.80;1379.00;0.00;0.52
72;0;3720.00;12.20;1483.00;0.00;0.40
73;0;3196.00;11.02;1568.00;0.00;0.44
74;0;3194.00;12.35;729.00;0.00;0.48
75;0;2785.00;11.20;1376.00;0.00;0.40
76;0;3240.00;12.42;151.00;0.00;0.44
77;0;4115.00;11.00;482.00;0.00;0.48
78;0;1728.00;10.85;536.00;0.00;0.44
79;0;2542.00;11.40;1617.00;0.00;0.60
80;0;2966.00;11.30;105.00;0.00;0.48
