0;0;0;0;land;false;unknown;0
1;219;155;163;land;false;plains;1
2;139;240;158;land;true;plains;1
3;191;133;218;land;true;desert;1
4;212;84;208;land;false;hills;1
5;229;228;87;land;false;forest;1
6;224;154;145;land;true;plains;1
7;238;187;82;land;false;desert;1
8;169;127;233;land;false;urban;1
9;193;230;133;land;true;plains;1
10;250;213;156;land;false;marsh;1
11;231;208;178;land;false;plains;1
12;97;249;172;land;false;plains;1
13;218;229;230;land;true;plains;1
14;207;200;221;land;false;urban;1
15;222;149;248;land;false;mountain;1
16;115;219;221;land;false;hills;1
17;71;209;224;land;true;plains;1
18;254;149;188;land;false;plains;1
19;135;222;227;land;false;desert;1
20;203;108;245;land;false;plains;1
21;26;254;228;land;false;mountain;1
22;210;219;184;land;false;forest;1
23;163;210;243;land;true;jungle;1
24;134;217;208;land;false;forest;1
25;254;151;206;land;false;plains;1
26;209;162;133;land;false;plains;1
27;253;196;58;land;false;hills;1
28;86;229;241;land;true;plains;1
29;178;210;234;land;false;urban;1
30;202;246;222;land;false;forest;1
31;188;241;138;land;false;plains;1
32;130;247;217;land;false;jungle;1
33;185;222;187;land;false;plains;1
34;229;107;213;land;false;urban;1
35;205;168;171;land;false;mountain;1
36;176;237;143;land;false;plains;1
37;44;247;232;land;false;mountain;1
38;203;162;245;land;false;urban;1
39;183;242;138;land;true;jungle;1
40;105;221;203;land;false;forest;1
41;67;222;229;land;false;forest;1
42;231;121;231;land;false;mountain;1
43;250;200;188;land;true;hills;1
44;244;181;159;land;false;plains;1
45;218;101;224;land;false;plains;1
46;205;223;170;land;true;hills;1
47;202;118;217;land;false;forest;1
48;239;203;171;land;false;desert;1
49;253;223;105;land;false;plains;1
50;131;248;172;land;false;plains;1
51;184;185;237;land;false;plains;1
52;149;201;193;land;false;forest;1
53;177;199;131;land;false;plains;1
54;142;238;189;land;false;plains;1
55;243;106;182;land;false;desert;1
56;168;192;236;land;false;desert;1
57;181;187;227;land;false;plains;1
58;78;250;223;land;true;plains;1
59;113;208;234;land;false;urban;1
60;197;155;210;land;false;plains;1
61;109;201;216;land;false;plains;1
62;237;195;154;land;false;plains;1
63;204;227;190;land;false;urban;1
64;77;209;215;land;false;urban;1
65;76;248;203;land;false;plains;1
66;139;224;169;land;false;desert;1
67;179;186;206;land;false;urban;1
68;171;246;214;land;false;plains;1
69;101;243;201;land;false;plains;1
70;174;229;138;land;false;desert;1
71;235;180;169;land;false;plains;1
72;221;222;152;land;false;plains;1
73;249;188;205;land;false;urban;1
74;233;236;201;land;false;hills;1
75;144;234;239;land;false;plains;1
76;160;144;210;land;false;desert;1
77;187;156;197;land;false;plains;1
78;191;204;161;land;false;plains;1
79;175;182;184;land;false;plains;1
80;233;173;173;land;false;urban;1
81;220;168;167;land;false;forest;1
82;140;238;219;land;true;forest;1
83;169;203;150;land;true;plains;1
84;219;205;210;land;true;plains;1
85;130;254;174;land;false;desert;1
86;123;222;208;land;false;hills;1
87;247;127;253;land;false;jungle;1
88;226;251;115;land;false;desert;1
89;236;245;203;land;false;hills;1
90;92;244;185;land;false;plains;1
91;180;148;207;land;false;plains;1
92;225;121;184;land;false;urban;1
93;196;184;163;land;true;plains;1
94;211;243;148;land;false;jungle;1
95;64;201;249;land;false;plains;1
96;252;84;223;land;false;plains;1
97;228;177;152;land;false;hills;1
98;178;234;134;land;false;hills;1
99;145;225;152;land;false;hills;1
100;110;254;187;land;false;plains;1
101;243;95;205;land;false;plains;1
102;201;168;200;land;false;desert;1
103;201;165;235;land;false;plains;1
104;152;251;140;land;false;forest;1
105;244;194;247;land;false;desert;1
106;241;226;246;land;false;plains;1
107;162;246;154;land;true;jungle;1
108;251;246;41;land;false;plains;1
109;203;195;119;land;true;plains;1
110;126;221;175;land;false;hills;1
111;248;194;244;land;false;plains;1
112;139;251;139;land;false;plains;1
113;242;150;214;land;false;urban;1
114;207;193;223;land;false;hills;1
115;196;151;225;land;false;hills;1
116;214;75;218;land;false;plains;1
117;211;201;139;land;false;desert;1
118;151;142;212;land;false;plains;1
